burned;burningProbability;burningStepThreshold;dim;empty;finalTime;forest;neighborhood;simulations
831;1;1;50;0.4;150;654;"vonneumann";"1_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
53;1;1;50;0.4;150;1486;"vonneumann";"2_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
451;1;1;50;0.4;150;1054;"vonneumann";"3_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
19;1;1;50;0.4;150;1478;"vonneumann";"4_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
113;1;1;50;0.4;150;1369;"vonneumann";"5_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
1298;1;1;50;0.4;150;260;"vonneumann";"6_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
160;1;1;50;0.4;150;1362;"vonneumann";"7_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
1;1;1;50;0.4;150;1477;"vonneumann";"8_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
1083;1;1;50;0.4;150;447;"vonneumann";"9_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
11;1;1;50;0.4;150;1498;"vonneumann";"10_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
1233;1;1;50;0.4;150;326;"vonneumann";"11_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
1073;1;1;50;0.4;150;443;"vonneumann";"12_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
1002;1;1;50;0.4;150;541;"vonneumann";"13_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
37;1;1;50;0.4;150;1472;"vonneumann";"14_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
2;1;1;50;0.4;150;1476;"vonneumann";"15_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
3;1;1;50;0.4;150;1503;"vonneumann";"16_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
179;1;1;50;0.4;150;1308;"vonneumann";"17_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
1208;1;1;50;0.4;150;337;"vonneumann";"18_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
1071;1;1;50;0.4;150;421;"vonneumann";"19_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
256;1;1;50;0.4;150;1232;"vonneumann";"20_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
638;1;1;50;0.4;150;885;"vonneumann";"21_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
228;1;1;50;0.4;150;1267;"vonneumann";"22_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
795;1;1;50;0.4;150;666;"vonneumann";"23_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
380;1;1;50;0.4;150;1118;"vonneumann";"24_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
199;1;1;50;0.4;150;1301;"vonneumann";"25_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
1165;1;1;50;0.4;150;348;"vonneumann";"26_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
499;1;1;50;0.4;150;977;"vonneumann";"27_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
921;1;1;50;0.4;150;612;"vonneumann";"28_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
1194;1;1;50;0.4;150;314;"vonneumann";"29_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
1000;1;1;50;0.4;150;490;"vonneumann";"30_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
937;1;1;50;0.4;150;540;"vonneumann";"31_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
534;1;1;50;0.4;150;980;"vonneumann";"32_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
874;1;1;50;0.4;150;588;"vonneumann";"33_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
16;1;1;50;0.4;150;1500;"vonneumann";"34_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
963;1;1;50;0.4;150;534;"vonneumann";"35_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
880;1;1;50;0.4;150;586;"vonneumann";"36_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
238;1;1;50;0.4;150;1262;"vonneumann";"37_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
470;1;1;50;0.4;150;1013;"vonneumann";"38_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
1018;1;1;50;0.4;150;492;"vonneumann";"39_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
780;1;1;50;0.4;150;708;"vonneumann";"40_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
85;1;1;50;0.4;150;1415;"vonneumann";"41_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
973;1;1;50;0.4;150;555;"vonneumann";"42_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
533;1;1;50;0.4;150;972;"vonneumann";"43_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
186;1;1;50;0.4;150;1274;"vonneumann";"44_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
1050;1;1;50;0.4;150;473;"vonneumann";"45_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
1379;1;1;50;0.4;150;144;"vonneumann";"46_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
344;1;1;50;0.4;150;1093;"vonneumann";"47_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
1174;1;1;50;0.4;150;368;"vonneumann";"48_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
1038;1;1;50;0.4;150;463;"vonneumann";"49_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
540;1;1;50;0.4;150;928;"vonneumann";"50_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.4_finalTime_150_neighborhood_vonneumann_"
149;1;1;50;0.45;150;1231;"vonneumann";"1_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
389;1;1;50;0.45;150;1022;"vonneumann";"2_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
450;1;1;50;0.45;150;936;"vonneumann";"3_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
97;1;1;50;0.45;150;1294;"vonneumann";"4_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
211;1;1;50;0.45;150;1156;"vonneumann";"5_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
152;1;1;50;0.45;150;1186;"vonneumann";"6_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
1;1;1;50;0.45;150;1370;"vonneumann";"7_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
485;1;1;50;0.45;150;870;"vonneumann";"8_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
77;1;1;50;0.45;150;1271;"vonneumann";"9_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
400;1;1;50;0.45;150;992;"vonneumann";"10_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
3;1;1;50;0.45;150;1377;"vonneumann";"11_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
52;1;1;50;0.45;150;1326;"vonneumann";"12_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
50;1;1;50;0.45;150;1344;"vonneumann";"13_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
5;1;1;50;0.45;150;1424;"vonneumann";"14_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
63;1;1;50;0.45;150;1298;"vonneumann";"15_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
175;1;1;50;0.45;150;1204;"vonneumann";"16_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
134;1;1;50;0.45;150;1246;"vonneumann";"17_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
234;1;1;50;0.45;150;1181;"vonneumann";"18_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
119;1;1;50;0.45;150;1243;"vonneumann";"19_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
158;1;1;50;0.45;150;1223;"vonneumann";"20_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
225;1;1;50;0.45;150;1176;"vonneumann";"21_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
184;1;1;50;0.45;150;1179;"vonneumann";"22_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
12;1;1;50;0.45;150;1358;"vonneumann";"23_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
417;1;1;50;0.45;150;947;"vonneumann";"24_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
39;1;1;50;0.45;150;1301;"vonneumann";"25_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
50;1;1;50;0.45;150;1315;"vonneumann";"26_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
3;1;1;50;0.45;150;1390;"vonneumann";"27_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
73;1;1;50;0.45;150;1324;"vonneumann";"28_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
171;1;1;50;0.45;150;1237;"vonneumann";"29_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
28;1;1;50;0.45;150;1286;"vonneumann";"30_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
168;1;1;50;0.45;150;1203;"vonneumann";"31_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
79;1;1;50;0.45;150;1314;"vonneumann";"32_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
20;1;1;50;0.45;150;1366;"vonneumann";"33_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
3;1;1;50;0.45;150;1372;"vonneumann";"34_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
1;1;1;50;0.45;150;1360;"vonneumann";"35_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
1;1;1;50;0.45;150;1396;"vonneumann";"36_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
173;1;1;50;0.45;150;1218;"vonneumann";"37_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
11;1;1;50;0.45;150;1349;"vonneumann";"38_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
26;1;1;50;0.45;150;1355;"vonneumann";"39_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
1;1;1;50;0.45;150;1374;"vonneumann";"40_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
1;1;1;50;0.45;150;1369;"vonneumann";"41_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
909;1;1;50;0.45;150;513;"vonneumann";"42_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
31;1;1;50;0.45;150;1349;"vonneumann";"43_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
84;1;1;50;0.45;150;1341;"vonneumann";"44_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
175;1;1;50;0.45;150;1169;"vonneumann";"45_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
21;1;1;50;0.45;150;1306;"vonneumann";"46_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
89;1;1;50;0.45;150;1314;"vonneumann";"47_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
477;1;1;50;0.45;150;922;"vonneumann";"48_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
55;1;1;50;0.45;150;1294;"vonneumann";"49_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
49;1;1;50;0.45;150;1307;"vonneumann";"50_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.45_finalTime_150_neighborhood_vonneumann_"
13;1;1;50;0.5;150;1286;"vonneumann";"1_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
27;1;1;50;0.5;150;1217;"vonneumann";"2_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
21;1;1;50;0.5;150;1206;"vonneumann";"3_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
36;1;1;50;0.5;150;1207;"vonneumann";"4_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
6;1;1;50;0.5;150;1281;"vonneumann";"5_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
15;1;1;50;0.5;150;1238;"vonneumann";"6_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
3;1;1;50;0.5;150;1254;"vonneumann";"7_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
3;1;1;50;0.5;150;1255;"vonneumann";"8_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
44;1;1;50;0.5;150;1191;"vonneumann";"9_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
70;1;1;50;0.5;150;1139;"vonneumann";"10_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
61;1;1;50;0.5;150;1243;"vonneumann";"11_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
83;1;1;50;0.5;150;1162;"vonneumann";"12_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
30;1;1;50;0.5;150;1237;"vonneumann";"13_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
20;1;1;50;0.5;150;1237;"vonneumann";"14_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
41;1;1;50;0.5;150;1194;"vonneumann";"15_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
39;1;1;50;0.5;150;1181;"vonneumann";"16_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
5;1;1;50;0.5;150;1246;"vonneumann";"17_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
9;1;1;50;0.5;150;1215;"vonneumann";"18_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
1;1;1;50;0.5;150;1216;"vonneumann";"19_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
119;1;1;50;0.5;150;1108;"vonneumann";"20_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
14;1;1;50;0.5;150;1203;"vonneumann";"21_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
80;1;1;50;0.5;150;1213;"vonneumann";"22_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
16;1;1;50;0.5;150;1228;"vonneumann";"23_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
3;1;1;50;0.5;150;1244;"vonneumann";"24_execution_burningProbability_1_burningStepThreshold_1_dim_50_empty_0.5_finalTime_150_neighborhood_vonneumann_"
